percentage,Unnamed: 1,percentage.1,ket,elapsed_time,gpu_used,dataset,experiment,file_path,subset_percentage_file
70,0,70.0,Dataloader,0.2097957134246826,0.0,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_70.csv,70
70,1,70.0,Train,3026.804622411728,1200.8056640625,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_70.csv,70
70,2,70.0,Test,48.68343424797058,467.765625,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_70.csv,70
70,3,,Total,3075.697852373123,467.765625,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_70.csv,70
80,0,80.0,Dataloader,0.2097935676574707,0.0,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_80.csv,80
80,1,80.0,Train,3855.348181724548,1200.8056640625,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_80.csv,80
80,2,80.0,Test,65.33193778991699,467.765625,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_80.csv,80
80,3,,Total,3920.889913082123,467.765625,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_80.csv,80
90,0,90.0,Dataloader,0.2039167881011963,0.0,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_90.csv,90
90,1,90.0,Train,4586.224311590195,1200.8056640625,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_90.csv,90
90,2,90.0,Test,78.28013253211975,467.765625,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_90.csv,90
90,3,,Total,4664.708360910416,467.765625,ag-news-normal,bert_benchmark,save\ag-news-normal\bert_benchmark\summary_efficiency_90.csv,90
10,0,10.0,Dataloader,0.2503447532653808,0.0,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_10.csv,10
10,1,10.0,Train,197.4706346988678,1139.8251953125,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_10.csv,10
10,2,10.0,Test,2.5178112983703613,445.00927734375,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_10.csv,10
10,3,,Total,200.23879075050357,445.00927734375,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_10.csv,10
100,0,100.0,Dataloader,0.2154414653778076,0.0,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_100.csv,100
100,1,100.0,Train,5441.979776859283,1200.8056640625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_100.csv,100
100,2,100.0,Test,93.56987929344176,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_100.csv,100
100,3,,Total,5535.765097618103,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_100.csv,100
20,0,20.0,Dataloader,0.1988420486450195,0.0,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_20.csv,20
20,1,20.0,Train,465.8199007511139,1139.8251953125,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_20.csv,20
20,2,20.0,Test,6.099852800369263,463.80810546875,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_20.csv,20
20,3,,Total,472.1185956001282,463.80810546875,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_20.csv,20
30,0,30.0,Dataloader,0.2056355476379394,0.0,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_30.csv,30
30,1,30.0,Train,792.4393463134766,1139.8251953125,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_30.csv,30
30,2,30.0,Test,12.075102806091309,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_30.csv,30
30,3,,Total,804.7200846672058,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_30.csv,30
40,0,40.0,Dataloader,0.2038395404815673,0.0,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_40.csv,40
40,1,40.0,Train,1233.2295331954956,1200.8056640625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_40.csv,40
40,2,40.0,Test,17.74270987510681,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_40.csv,40
40,3,,Total,1251.176082611084,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_40.csv,40
50,0,50.0,Dataloader,0.2000989913940429,0.0,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_50.csv,50
50,1,50.0,Train,1769.231113433838,1200.8056640625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_50.csv,50
50,2,50.0,Test,24.910271167755127,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_50.csv,50
50,3,,Total,1794.341483592987,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_50.csv,50
60,0,60.0,Dataloader,0.2151949405670166,0.0,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_60.csv,60
60,1,60.0,Train,2342.719088077545,1200.8056640625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_60.csv,60
60,2,60.0,Test,35.58620047569275,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_60.csv,60
60,3,,Total,2378.520483493805,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_60.csv,60
70,0,70.0,Dataloader,0.2041282653808593,0.0,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_70.csv,70
70,1,70.0,Train,3041.63871717453,1200.8056640625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_70.csv,70
70,2,70.0,Test,48.85798072814941,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_70.csv,70
70,3,,Total,3090.7008261680603,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_70.csv,70
80,0,80.0,Dataloader,0.2074408531188964,0.0,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_80.csv,80
80,1,80.0,Train,3808.5671944618234,1200.8056640625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_80.csv,80
80,2,80.0,Test,65.36409759521484,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_80.csv,80
80,3,,Total,3874.138732910156,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_80.csv,80
90,0,90.0,Dataloader,0.2102077007293701,0.0,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_90.csv,90
90,1,90.0,Train,4603.247936964035,1200.8056640625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_90.csv,90
90,2,90.0,Test,80.2293598651886,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_90.csv,90
90,3,,Total,4683.687504529953,467.765625,ag-news-normal,distilbert_benchmark,save\ag-news-normal\distilbert_benchmark\summary_efficiency_90.csv,90
10,0,10.0,Dataloader,0.2297642230987548,0.0,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_10.csv,10
10,1,10.0,Train,177.21152901649475,1113.73095703125,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_10.csv,10
10,2,10.0,Test,2.750053644180298,501.26171875,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_10.csv,10
10,3,,Total,180.1913468837738,501.26171875,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_10.csv,10
100,0,100.0,Dataloader,0.2173576354980468,0.0,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_100.csv,100
100,1,100.0,Train,5323.287723064423,1167.7314453125,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_100.csv,100
100,2,100.0,Test,91.16167831420898,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_100.csv,100
100,3,,Total,5414.66675901413,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_100.csv,100
20,0,20.0,Dataloader,0.2117385864257812,0.0,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_20.csv,20
20,1,20.0,Train,419.2397129535675,1113.73095703125,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_20.csv,20
20,2,20.0,Test,6.500352382659912,516.3076171875,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_20.csv,20
20,3,,Total,425.9518039226532,516.3076171875,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_20.csv,20
30,0,30.0,Dataloader,0.2026474475860595,0.0,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_30.csv,30
30,1,30.0,Train,731.7472367286682,1113.73095703125,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_30.csv,30
30,2,30.0,Test,10.448822259902954,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_30.csv,30
30,3,,Total,742.3987064361572,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_30.csv,30
40,0,40.0,Dataloader,0.2028939723968505,0.0,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_40.csv,40
40,1,40.0,Train,1177.2816281318665,1167.7314453125,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_40.csv,40
40,2,40.0,Test,18.00513219833374,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_40.csv,40
40,3,,Total,1195.489654302597,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_40.csv,40
50,0,50.0,Dataloader,0.2117226123809814,0.0,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_50.csv,50
50,1,50.0,Train,1673.2273116111755,1167.7314453125,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_50.csv,50
50,2,50.0,Test,23.870102405548096,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_50.csv,50
50,3,,Total,1697.3091366291046,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_50.csv,50
60,0,60.0,Dataloader,0.2094423770904541,0.0,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_60.csv,60
60,1,60.0,Train,2269.4215502738957,1167.7314453125,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_60.csv,60
60,2,60.0,Test,35.51419401168823,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_60.csv,60
60,3,,Total,2305.145186662674,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_60.csv,60
70,0,70.0,Dataloader,0.2010388374328613,0.0,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_70.csv,70
70,1,70.0,Train,2900.668918371201,1167.7314453125,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_70.csv,70
70,2,70.0,Test,44.22892332077026,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_70.csv,70
70,3,,Total,2945.098880529404,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_70.csv,70
80,0,80.0,Dataloader,0.2100610733032226,0.0,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_80.csv,80
80,1,80.0,Train,3680.4398715496063,1167.7314453125,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_80.csv,80
80,2,80.0,Test,60.90998363494873,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_80.csv,80
80,3,,Total,3741.559916257858,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_80.csv,80
90,0,90.0,Dataloader,0.2673459053039551,0.0,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_90.csv,90
90,1,90.0,Train,4475.702976942062,1167.7314453125,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_90.csv,90
90,2,90.0,Test,70.8136260509491,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_90.csv,90
90,3,,Total,4546.783948898315,521.48583984375,ag-news-normal,roberta_benchmark,save\ag-news-normal\roberta_benchmark\summary_efficiency_90.csv,90
